name,location,ratings,review,Number of   ,Room    Score,Room Type,Bed Type,price
Pierre & Vacances Estartit Playa,L'Estartit,8.1,Very Good,"3,212",8.3,One-Bedroom Apartment (4 Adults),"3 beds (2 twins, 1 sofa bed)","   149,369"
Hotel Colón Gran Meliá - The Leading Hotels of the World,"Old Town, Seville",9.1,Wonderful,"1,160",9.5,Penthouse Suite Red Level,1 king bed,"   4,065,292"
Cortijo Del Mar Resort,Estepona,8.8,Excellent,266,9.1,Two-Bedroom Apartment,"3 beds (2 twins, 1 full)","   439,160"
Santa Barbara Golf and Ocean Club,San Miguel de Abona,8.5,Very Good,"4,803",9.1,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)","   245,419"
Cala Llenya Resort Ibiza,Cala Llenya,8.3,Very Good,741,8.6,Double Room,1 queen bed,"   505,661"
Ona Los Claveles,Los Cristianos,8.5,Very Good,"1,360",8.7,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   175,615"
Travelodge Valencia Aeropuerto,Manises,7.7,Good,"6,619",8.1,Double Room,1 full bed,"   182,616"
30º Hotels - Hotel Dos Playas Mazarrón,Puerto de Mazarrón,8.6,Excellent,"1,140",9.1,Deluxe Twin Room with Pool View,2 twin beds,"   233,119"
NH Ciudad Real,Ciudad Real,7.8,Good,"1,554",8.3,Superior Double or Twin Room,   1 double or 2 twins,"   295,435"
Apartamentos Alday,Maliaño,8.4,Very Good,"2,241",8.5,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   219,310"
El Bulín de Piñuecar,Piñuécar,8.2,Very Good,328,8.1,One-Bedroom House,1 full bed,"   228,808"
Hotel Playa Mondrago,Portopetro,8.1,Very Good,674,8.2,Superior Twin Room with Sea View,2 twin beds,"   443,564"
Vacaciones Oromarina Azahar,"Marina d’Or Holiday Resort Area, Oropesa del Mar",7.5,Good,"2,136",,Two-Bedroom Apartment with Terrace and Parking,"4 beds (2 twins, 1 full, 1 sofa bed)","   220,006"
Sol Arona Tenerife,Los Cristianos,7.3,Good,"3,061",,Room with separate lounge,2 twin beds,"   263,056"
Parques Casablanca,"Benissa Coast, Benissa",9,Wonderful,588,9.2,Two-Bedroom Apartment,2 full beds,"   278,768"
Dreams Lanzarote Playa Dorada Resort & Spa,Playa Blanca,8.3,Very Good,"2,191",9.2,Preferred Club Double Room with Pool View,   1 double or 2 twins,"   564,173"
"Holiday Inn Express Bilbao Airport, an IHG Hotel",Derio,7.8,Good,"4,321",8.2,Double or Twin Room,   1 double or 2 twins,"   263,868"
Aparthotel Esquinzo Y Monte Del Mar,Playa Jandia,7.3,Good,"1,594",,Studio,2 twin beds,"   150,022"
Apartments Kione Playa Romana Park,Alcossebre,7.8,Good,"2,031",,Two-Bedroom Apartment (6 Adults + 2 Children),"6 beds (4 twins, 2 sofa beds)","   183,872"
Palacio de los Velada,"Old Town of Avila, Ávila",8.5,Very Good,"6,814",8.7,Double Room,   1 double or 2 twins,"   212,580"
Hotel Villa San Juan,San Juan de Alicante,8.1,Very Good,"1,645",8.4,Double or Twin Room,   1 double or 2 twins,"   168,834"
Hacienda FELIX,El Paso,8.9,Excellent,69,8.9,Deluxe Family Room,"2 beds (1 full, 1 sofa bed)","   250,014"
Hotel El Puerto by Pierre Vacances,"El Castillo Beach, Fuengirola",7.3,Good,"3,684",,Double Room with Sea View,2 twin beds,"   247,699"
Sercotel Boulevard Vitoria-Gasteiz,Vitoria-Gasteiz,8.2,Very Good,"4,096",8.6,Junior Suite,   1 double or 2 twins,"   250,438"
Grupotel Ibiza Beach Resort - Adults Only,Portinatx,8.4,Very Good,"2,275",8.6,Double Room with Side Sea View,2 twin beds,"   424,000"
Grupotel Maritimo,Port d'Alcudia,8.9,Excellent,"1,845",9.2,Double Room with Side Sea View (2 adults),2 twin beds,"   372,618"
Mon Port Hotel & Spa,Port d'Andratx,8.8,Excellent,444,9.3,Double Standard Parking Spa access,1 king bed,"   508,732"
Camping Platja Cambrils,Cambrils,7.8,Good,"1,422",,One-Bedroom Bungalow (2 Adults),"2 beds (1 full, 1 sofa bed)","   184,116"
Aparthotel Cordial Mijas Golf,Mijas,7.7,Good,"2,188",8,Two-bedroom Apartment Superior,"3 beds (1 sofa bed, 2 queens)","   301,816"
Aptos. Comte D´Empuries,Empuriabrava,7.1,Good,"2,115",,One-Bedroom Apartment (2 Adults + 2 Children),"4 beds (2 twins, 2 sofa beds)","   193,898"
Apartamentos Candelario by gaiarooms,Candelario,8.5,Very Good,673,8.6,Duplex Apartment,"2 beds (1 full, 1 sofa bed)","   162,891"
Apartamentos Sureda,Canyamel,9.1,Wonderful,965,9.3,One-Bedroom Apartment (2 Adults),1 queen bed,"   208,345"
Kn Hotel Arenas del Mar Adults Only,El Médano,7.6,Good,"1,058",8,Junior Suite with Mountain View (2 Adults),2 twin beds,"   382,714"
Exe Boston,"Old Town, Zaragoza",8,Very Good,"7,020",8.4,Double Room,   1 double or 2 twins,"   218,150"
Apartamentos Casa La Rambla,Muros de Nalón,9.4,Wonderful,52,9.4,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)","   353,591"
Kn Hotel Matas Blancas - Solo Adultos,Costa Calma,7.5,Good,"1,471",8.1,Double Room (2 Adults),2 twin beds,"   247,879"
Hotel Sierra de Cazorla & SPA 3*,Cazorla,8.3,Very Good,"1,555",8.4,Twin Room,2 twin beds,"   211,420"
El Escondite De Pedro Malillo,Candeleda,9.2,Wonderful,49,9.5,Two-Bedroom Townhouse,"5 beds (3 fulls, 2 sofa beds)","   920,755"
SH Villa Gadea,Altea,8.9,Excellent,"2,706",9.3,Double Premium (2 Adults),   1 double or 2 twins,"   678,817"
Fonda Can Fasersia,La Pobla de Segur,8,Very Good,937,,Superior Double Room,1 full bed,"   128,975"
Hotel Ilunion Mérida Palace,Mérida,8.7,Excellent,"6,278",9.2,Double or Twin Room,   1 double or 2 twins,"   351,959"
Barceló Teguise Beach - Adults Only,Costa Teguise,8.7,Excellent,"2,975",9,Deluxe Double or Twin Room with Spa Bath,1 queen bed,"   469,428"
Area Suites,Jove,8.6,Excellent,561,9.2,Two-Bedroom Apartment,"4 beds (2 twins, 1 sofa bed, 1 queen)","   167,093"
Apartamentos Cordial Magec Taurito,Taurito,8.9,Excellent,775,9.2,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)","   184,260"
Iberostar Málaga Playa,Torrox Costa,8.4,Very Good,"1,402",8.9,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)","   491,951"
La Palma - Teneguía Princess,Fuencaliente de la Palma,7.9,Good,"1,226",8.3,Double or Twin Room (2 Adults + 1 Child),"2 beds (1 sofa bed, 1 queen)","   308,617"
Hotel Miera,Liérganes,8.9,Excellent,"1,637",9,Standard Double Room,1 full bed,"   147,349"
Ibersol Antemare - Adults Only,"Sitges Beachfront, Sitges",7.9,Good,"2,866",8.1,Standard Double or Twin Room,   1 double or 2 twins,"   301,975"
Helios Mallorca Hotel & Apartments,Can Pastilla,8.9,Excellent,"6,059",9.1,Twin Room with Balcony,2 twin beds,"   321,771"
Petit Palace Tamarises,Getxo,8.2,Very Good,"2,450",8.5,Superior Room with Balcony,"2 beds (1 full, 1 bunk bed)","   391,161"
Natura Resorts,Casalarreina,8.9,Excellent,118,9.4,Superior Villa,"4 beds (2 twins, 1 sofa bed, 1 queen)","   368,525"
Hotel Porto Calpe,Calpe,8.6,Excellent,"3,165",8.9,Double or Twin Room with Front Sea View,   1 double or 2 twins,"   251,452"
HSM Lago Park,Playa de Muro,8.3,Very Good,557,8.5,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)","   156,514"
Santa Barbara Golf and Ocean Club,San Miguel de Abona,8.5,Very Good,"4,803",9.1,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)","   245,419"
ALEGRIA Costa Ballena AquaFun Hotel,Costa Ballena,8.3,Very Good,"2,227",8.6,Double Room with Extra Bed (2 Adults + 1 Child),"3 beds (2 twins, 1 sofa bed)","   291,688"
Hotel Helios Costa Tropical,Almuñécar,9.3,Wonderful,"3,702",9.5,Classic Double or Twin Room,   1 double or 2 twins,"   253,657"
Quartiers Marbella Apartments,Estepona,8.9,Excellent,863,9,Three-Bedroom Apartment,"5 beds (4 twins, 1 king)","   551,176"
Palm Mar Apartments Tenerife South,Palm-Mar,7.7,Good,400,8.6,One-Bedroom Apartment with Balcony,"2 beds (1 sofa bed, 1 queen)","   168,138"
Apartamentos Canfranc 3000,Canfranc-Estación,7,Good,811,,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   125,401"
Apartamentos Alday,Maliaño,8.4,Very Good,"2,241",8.5,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   219,310"
Alua Golf Trinidad,Roquetas de Mar,7.4,Good,"3,446",8,Double Superior Sea View,"3 beds (2 twins, 1 sofa bed)","   189,721"
Servatur Green Beach,La Playa de Arguineguín,7.9,Good,"2,118",8,Standard Apartment with Sea View (2 Adults),"3 beds (2 twins, 1 sofa bed)","   147,212"
"Holiday Inn Express San Sebastian de los Reyes, an IHG Hotel",San Sebastián de los Reyes,8.1,Very Good,"2,652",8.3,Standard Double Room,   1 double or 2 twins,"   252,611"
Beverly Hills Heights - Excel Hotels & Resorts,Los Cristianos,8.7,Excellent,"1,800",8.6,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   234,683"
Pierre & Vacances Resort Bonavista de Bonmont,Montroig,8.3,Very Good,"2,003",8.5,One-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)","   154,109"
Hotel Lancelot,Arrecife,8.5,Very Good,"2,083",9,Double or Twin Room with Sea View,   1 double or 2 twins,"   288,263"
Apartamentos Mar Comillas,Comillas,9,Wonderful,837,9,One-Bedroom Apartment (2 Adults + 2 Children),"2 beds (1 full, 1 sofa bed)","   151,489"
Apartamentos Playa Langosteira,Fisterra,9.1,Wonderful,239,9,Penthouse Apartment,"3 beds (2 sofa beds, 1 queen)","   175,216"
NH Gran Hotel Casino de Extremadura,Badajoz,9,Wonderful,"1,881",9.4,Superior Double or Twin Room,   1 double or 2 twins,"   312,256"
Exe Tartessos,Huelva,8.1,Very Good,"3,380",8.6,Double Room,2 twin beds,"   227,897"
Reverence Life Hotel - Adults Only,Santa Ponsa,8.2,Very Good,903,8.8,Premium Room with Side Sea View,Multiple bed types,"   434,677"
Archybal Apartamentos Turísticos y Suites,Archena,9.2,Wonderful,"1,071",9.4,One-Bedroom Suite,,"   171,718"
Ramada Resort by Wyndham Puerto de Mazarron,Puerto de Mazarrón,8.3,Very Good,"1,091",9,"Single Beds, Deluxe Room, Mountain view",2 twin beds,"   170,575"
Apartamentos Tesy,La Manga del Mar Menor,8.4,Very Good,985,8.3,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   146,282"
Andamur San Román,San Román,8.3,Very Good,805,8.5,Double Room,1 full bed,"   163,960"
Hotel Ecolife Tenerife,San Miguel de Abona,8.9,Excellent,106,9,Double Room,2 twin beds,"   151,750"
Nuevo Hotel Vista Alegre,Valdepeñas,7.6,Good,367,8.2,Twin Room,2 twin beds,"   226,621"
Aparthotel Ona Palamós,Palamós,8.2,Very Good,"3,472",8.4,Apartment with Balcony,"3 beds (2 twins, 1 sofa bed)","   160,178"
Santa Barbara Golf and Ocean Club,San Miguel de Abona,8.5,Very Good,"4,803",9.1,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)","   245,419"
The Bloom by Pillow,Girona,8.4,Very Good,"1,873",8.8,Twin Room,2 twin beds,"   301,813"
AZZ Valencia Congress Hotel & Spa,Paterna,8,Very Good,"2,492",8.5,Double or Twin Room,Multiple bed types,"   207,582"
Casas Rurales Taramundi Verde,Taramundi,8.9,Excellent,265,8.9,One-Bedroom House,1 full bed,"   196,683"
NH Collection Cáceres Palacio de Oquendo,Cáceres,8.6,Excellent,"4,167",9,Superior Double or Twin Room,   1 double or 2 twins,"   328,273"
Arguineguín Park By Servatur,La Playa de Arguineguín,9.1,Wonderful,"1,285",9.5,Premium Two-Bedroom Holiday Home - Type A (2 Adults),"4 beds (3 twins, 1 sofa bed)","   211,747"
Apartamentos Alday,Maliaño,8.4,Very Good,"2,241",8.5,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   219,310"
Finca la Crucita Haria Lanzarote By PVL,Haría,7.9,Good,183,8.2,Three-Bedroom Villa,"5 beds (4 twins, 1 king)","   275,008"
Silken Monumental Naranco,Oviedo,8.5,Very Good,"4,903",8.9,Twin Room,2 twin beds,"   172,013"
Hotel Riu Oliva Beach Resort - All Inclusive,Corralejo,7.9,Good,"3,475",8,Double Room - Annex,"3 beds (2 twins, 1 sofa bed)","   294,707"
Hotel & Spa Ciudad de Binéfar,Binéfar,8.8,Excellent,"1,198",9.5,Standard Apartment,"3 beds (2 twins, 1 sofa bed)","   398,356"
Els Arenys,Sant Joan de les Abadesses,8.5,Very Good,109,8.4,Apartment with Mountain View,"5 beds (2 twins, 2 fulls, 1 sofa bed)","   513,656"
Camping San Javier,San Javier,7.8,Good,383,,Two-Bedroom Bungalow,"3 beds (1 full, 2 bunk beds)","   233,931"
Hotel Plaza Las Matas,Las Rozas de Madrid,8.1,Very Good,"3,263",8.6,Twin Room,2 twin beds,"   238,630"
Aparthotel la Piramide,Costa de Antigua,7.1,Good,921,,One-Bedroom Apartment with Pool View,"3 beds (2 twins, 1 sofa bed)","   161,524"
Pierre & Vacances Torredembarra,Torredembarra,8.3,Very Good,650,8.3,Two-Bedroom Apartment (2-6 Adults),"5 beds (4 twins, 1 sofa bed)","   161,054"
Hotel Gran Bilbao,Bilbao,8.7,Excellent,"7,751",9.2,Quadruple Room,Multiple bed types,"   383,619"
Silken Gran hotel Durango,Durango,8.4,Very Good,"1,656",8.8,Superior Double Room with View,   1 double or 2 twins,"   343,818"
Palas Pineda,La Pineda,7.8,Good,"4,234",8.1,Standard Room,   1 double or 2 twins,"   145,685"
Wyndham Residences Golf del Sur,San Miguel de Abona,8.6,Excellent,"1,058",8.9,One Bedroom Apartment,"2 beds (1 sofa bed, 1 queen)","   261,408"
ALEGRIA Barranco,Playa de las Americas,7.8,Good,"2,120",8.1,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)","   205,924"
Hotel RH Ifach,Calpe,8.6,Excellent,"2,897",8.9,Double or Twin Room with Terrace,Multiple bed types,"   232,356"
Bungalowpark Isábena,La Puebla de Roda,8.2,Very Good,138,,Bungalow (2 Adults),"4 beds (2 twins, 1 full, 1 sofa bed)","   168,138"
Vigilia Park,Puerto de Santiago,7.8,Good,902,8.1,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   222,763"
Eurostars Gran Hotel Lugo,Lugo,8.9,Excellent,"3,523",9.3,Twin Room,2 twin beds,"   195,291"
Santa Barbara Golf and Ocean Club,San Miguel de Abona,8.5,Very Good,"4,803",9.1,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)","   245,419"
Secrets Lanzarote Resort & Spa - Adults Only (+18),Puerto Calero,8.6,Excellent,"1,546",9.3,Double Room Ocean View,"3 beds (2 fulls, 1 queen)","   833,263"
Castilla Termal Olmedo,Olmedo,8.9,Excellent,"1,653",9.4,Double or Twin Room with Spa Access,   1 double or 2 twins,"   454,401"
Pierre & Vacances Blanes Playa,Blanes,8,Very Good,"1,346",,Studio with Sea View,1 sofa bed,"   152,786"
Macdonald Doña Lola Resort,La Cala de Mijas,8.5,Very Good,"1,136",8.6,Classic One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   304,327"
Hotel Nereida,L'Estartit,8,Very Good,"2,333",8.2,Double or Twin Room with Pool View,   1 double or 2 twins,"   248,668"
Apartamentos Alday,Maliaño,8.4,Very Good,"2,241",8.5,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)","   219,310"
Hostal Rey Teodomiro,Orihuela,7.1,Good,556,,Double Room,2 twin beds,"   109,655"
Grupoandria Aparthotel Club Andria,Cala Santandria,8,Very Good,762,,One-Bedroom Apartment,2 twin beds,"   178,697"
Hotel Andia,Orcoyen,8.3,Very Good,"2,087",8.7,Deluxe Double Room - Attic,1 full bed,"   238,354"
RH Bayren Hotel & Spa 4* Sup,Gandía,8.9,Excellent,"2,512",9.3,Twin Room with Partial Sea View and Terrace,2 twin beds,"   316,699"
Fidalsa Famous Spot,Campoamor,8.1,Very Good,12,,Four-Bedroom House,"6 beds (4 twins, 2 fulls)","   604,764"
Apartamento Malpica Area Grande,Malpica,9.6,Exceptional,21,9.9,Apartment with Sea View,"5 beds (4 twins, 1 full)","   315,807"
Occidental Jandía Mar,Morro del Jable,7.9,Good,"1,559",8.3,Double or Twin Room with Sea View (2 Adults + 1 Child),"2 beds (1 twin, 1 king)","   266,653"
LA POSADA DE HIGUERUELA,Higueruela,8.4,Very Good,92,8.4,Double,2 twin beds,"   171,474"
Hotel Planamar by Escampa Hotels,Platja d'Aro,8.3,Very Good,"1,721",8.7,   Quadruple Room,Multiple bed types,"   388,840"
Hostal Sa Baronia,Banyalbufar,8.1,Very Good,901,8.2,Double Room with Balcony and Sea View,2 twin beds,"   316,781"
"Holiday Inn Express Vitoria, an IHG Hotel",Vitoria-Gasteiz,8.2,Very Good,"3,557",8.5,Double or Twin Room (1-2 Adults) with Free Parking,   1 double or 2 twins,"   197,275"
Hotel Montecarlo Spa & Wellness,"Santa Margarida, Roses",8.1,Very Good,"5,449",8.4,Premium Double or Twin Room with Lateral Sea View and Spa Access,"3 beds (2 twins, 1 queen)","   302,857"
Coral Cotillo Beach,El Cotillo,8.6,Excellent,"1,267",9,Double Room with Pool View (2 Adults),2 twin beds,"   208,171"
Exe Zizur Pamplona,Zizur Mayor,8.4,Very Good,988,8.8,Double or Twin Room,   1 double or 2 twins,"   201,905"
Hotel Ereza Mar - Adults Only,Caleta De Fuste,8.2,Very Good,"2,642",8.9,Double or Twin Room,   1 double or 2 twins,"   386,404"
Allegro Isora,Puerto de Santiago,7.9,Good,"1,823",8.3,Apartment with Pool View (2 Adults + 1 Child),"3 beds (2 twins, 1 sofa bed)","   313,387"
Complejo Bubal Formigal 3000,Búbal,7.2,Good,875,,One-Bedroom Apartment,"3 beds (2 bunk beds, 1 sofa bed)","   126,479"
Elba Estepona Gran Hotel & Thalasso Spa,Estepona,8.2,Very Good,"2,774",8.7,Deluxe Double Room with Garden View (2 Adults),   1 double or 2 twins,"   438,040"
Aparthotel Cordial Mijas Golf,Mijas,7.7,Good,"2,188",8,Two-bedroom Apartment Superior,"3 beds (1 sofa bed, 2 queens)","   301,816"
Hotel Ilusion Moreyo - Adults Only,Cala Bona,8,Very Good,514,8.3,Twin Room with City View,2 twin beds,"   247,638"
Helios Benidorm,Benidorm,9.1,Wonderful,"4,866",9.5,Twin Room with Pool View,2 twin beds,"   302,741"
Cortijo Lagar de Luisa,Borge,9.5,Exceptional,40,9.5,One-Bedroom House,2 twin beds,"   212,000"
Apartahotel Playa Conil,"City Center, Conil de la Frontera",8.1,Very Good,613,8,Two-Bedroom Apartment,Multiple bed types,"   240,197"
Hospedium Hotel Abril,San Juan de Alicante,8.1,Very Good,"1,330",8.3,Superior Double Room,1 queen bed,"   202,717"
Apartamentos Casa La Rambla,Muros de Nalón,9.4,Wonderful,52,9.4,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)","   353,591"
Catalonia del Mar - Adults Only,Cala Bona,8.2,Very Good,"1,117",8.5,Double or Twin Room with Pool View,   1 double or 2 twins,"   200,512"
Hospedium Hotel Continental,Mojácar,8.7,Excellent,"1,583",9,Double Room with City View,1 full bed,"   187,748"
Apartamentos Rurales Altuzarra,Ezcaray,8.4,Very Good,219,8.1,Two-Bedroom Apartment with Balcony,"6 beds (4 twins, 2 sofa beds)","   254,702"
Ilunion Sancti Petri,Chiclana de la Frontera,8.4,Very Good,"3,534",8.6,One-Bedroom Apartment (2 Adults),2 twin beds,"   215,115"
Hotel Iriguibel Huarte Pamplona,Huarte,8.4,Very Good,"1,318",8.8,Twin Room,2 twin beds,"   189,651"
Hostal Kavanna,San Pedro de Mérida,8.7,Excellent,403,9,Double Room,1 full bed,"   140,405"
Maristel Hotel & Spa,Estellencs,8.5,Very Good,731,8.9,Superior Double or Twin Room with Sea View,2 twin beds,"   380,625"
ON ALETA ROOM designed for adults,Almuñécar,9.2,Wonderful,"1,546",9.5,Double Room with Sea View,1 king bed,"   279,151"
Lemon & Soul Hotel Cactus Garden,Playa Jandia,8.2,Very Good,"1,043",8.6,Deluxe Junior Suite (2 Adults),"3 beds (2 twins, 1 sofa bed)","   430,034"
Molino de Guatiza,Costa Teguise,7.8,Good,217,,Two-Bedroom Apartment with Sea View - Second Floor,"5 beds (4 twins, 1 sofa bed)","   207,242"
Abora Continental by Lopesan Hotels,Playa del Ingles,8.2,Very Good,"2,112",8.8,Double Standard (2 adults),2 twin beds,"   423,382"
Hotel RH Riviera - Adults Only,Gandía,8.5,Very Good,"2,400",8.7,Double or Twin Room with Terrace,   1 double or 2 twins,"   204,267"
Ramada Residences by Wyndham Costa Adeje,Adeje,8.5,Very Good,"1,455",8.8,One-Bedroom Apartment with Ocean View,"2 beds (1 full, 1 sofa bed)","   224,648"
Hotel Villa de Verín,Verín,8.5,Very Good,740,8.9,Twin Room,2 full beds,"   123,173"
Eurostars Zaragoza,Zaragoza,8,Very Good,"5,772",8.5,Double or Twin Room,   1 double or 2 twins,"   202,949"
Balneario de Ledesma,Vega de Tirados,7,Good,314,,Twin Room,   1 double or 2 twins,"   180,350"
Blue House Mallorca,Ses Salines,9.6,Exceptional,102,9.7,One-Bedroom Apartment,1 queen bed,"   392,565"
Hotel Marina,Palamós,8.3,Very Good,"2,942",8.5,Double Room with Balcony,1 queen bed,"   208,031"
ON City Resort,Matalascañas,8.6,Excellent,877,9,Apartment - Ground Floor,"2 beds (1 full, 1 sofa bed)","   258,387"
Hotel Apartamentos Manilva Sun,Manilva,8.1,Very Good,980,8.3,One-Bedroom Apartment,1 full bed,"   158,330"
Apartamentos Ardales,Ardales,9.1,Wonderful,"1,326",9.3,Duplex Apartment (3 Adults),"2 beds (1 twin, 1 full)","   250,988"
Hostal Marina Cadaqués,Cadaqués,8.4,Very Good,"1,171",8.7,Deluxe Double Room with Balcony and Sea View,1 queen bed,"   432,436"
Catalonia Ronda,Ronda,9.2,Wonderful,"3,802",9.7,Superior Double Room,Multiple bed types,"   498,960"
Can Torrents,Cunit,8.3,Very Good,147,8.1,Standard Apartment,"3 beds (2 twins, 1 sofa bed)","   146,207"
Elba Lucía Sport & Suite Hotel,Costa de Antigua,7.3,Good,"2,269",,One-Bedroom Apartment (2 Adults + 1 Child),2 twin beds,"   154,631"
Prinsotel La Dorada - 4* Sup,Playa de Muro,8.6,Excellent,904,8.7,One Bedroom Suite with Balcony,"2 beds (1 sofa bed, 1 queen)","   724,820"
